English Name (BirdLife > IOC > Clements>AviList),Latin (BirdLife > IOC > Clements>AviList),HBW/BirdLife International (v9.1),IOC World Bird List (v15.1),eBird/Clements (V2024b),AviList v1 2025,Order,Family IOC 15.1,Family Clements v2024b,Family HBW/BirdLife v9.1 (2024),Family AviList v1 2025,Genus,Species,Female MinMass,Female MaxMass,Male MinMass,Male MaxMass,Unsexed MinMass,Unsexed MaxMass,Average Mass,Xmin,NormMin,Elevational Range,NormMax,Xmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Marta Sabrewing,Campylopterus phainopeplus,Campylopterus phainopeplus,Campylopterus phainopeplus,Campylopterus phainopeplus,Campylopterus phainopeplus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus,phainopeplus,6,,,,7.6500000000000004,,6.83,,1200,3600,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violet Sabrewing,Campylopterus hemileucurus,Campylopterus hemileucurus,Campylopterus hemileucurus,Campylopterus hemileucurus,Campylopterus hemileucurus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus,hemileucurus,6,14,8.0999999999999996,16,,,11.03,400,500,1900,2400,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buff-breasted Sabrewing,Campylopterus duidae,Campylopterus duidae,Campylopterus duidae,Campylopterus duidae,Campylopterus duidae,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus,duidae,4.7000000000000002,7.7999999999999998,5,8,6.0499999999999998,,6.31,,1220,480,1700,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napo Sabrewing,Campylopterus villaviscensio,Campylopterus villaviscensio,Campylopterus villaviscensio,Campylopterus villaviscensio,Campylopterus villaviscensio,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus,villaviscensio,5.2000000000000002,7.4000000000000004,7.4000000000000004,9.3000000000000007,,,7.33,780,1000,800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronze-tailed Plumeleteer,Chalybura urochrysia,Chalybura urochrysia,Chalybura urochrysia,Chalybura urochrysia,Chalybura urochrysia,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chalybura,urochrysia,5.4000000000000004,7.2000000000000002,6.4000000000000004,7.2000000000000002,,,6.55,,0,900,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-vented Plumeleteer,Chalybura buffonii,Chalybura buffonii,Chalybura buffonii,Chalybura buffonii,Chalybura buffonii,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chalybura,buffonii,5,8,6,8,,,6.75,,0,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crowned Woodnymph,Thalurania colombica,Thalurania colombica,Thalurania colombica,Thalurania colombica,Thalurania colombica,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Thalurania,colombica,3.5,4.2000000000000002,4,5.5,4.5,,4.34,,0,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fork-tailed Woodnymph,Thalurania furcata,Thalurania furcata,Thalurania furcata,Thalurania furcata,Thalurania furcata,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Thalurania,furcata,3,5,3.6000000000000001,6,4.4000000000000004,,4.40,,0,1700,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long-tailed Woodnymph,Thalurania watertonii,Thalurania watertonii,Thalurania watertonii,Thalurania watertonii,Thalurania watertonii,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Thalurania,watertonii,3.5,5,4,5,3.7000000000000002,5.2000000000000002,4.40,,0,700,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violet-capped Woodnymph,Thalurania glaucopis,Thalurania glaucopis,Thalurania glaucopis,Thalurania glaucopis,Thalurania glaucopis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Thalurania,glaucopis,4,5,4,6.0999999999999996,4.7999999999999998,,4.78,,0,850,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snowcap,Microchera albocoronata,Microchera albocoronata,Microchera albocoronata,Microchera albocoronata,Microchera albocoronata,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Microchera,albocoronata,,,,,2.7000000000000002,,2.70,,300,700,1000,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coppery-headed Emerald,Microchera cupreiceps,Microchera cupreiceps,Microchera cupreiceps,Microchera cupreiceps,Microchera cupreiceps,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Microchera,cupreiceps,,,,,3,3.2999999999999998,3.15,300,700,800,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-tailed Emerald,Microchera chionura,Microchera chionura,Microchera chionura,Microchera chionura,Microchera chionura,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Microchera,chionura,3.1000000000000001,,3.2999999999999998,,,,3.20,,750,1250,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violet-capped Hummingbird,Goldmania violiceps,Goldmania violiceps,Goldmania violiceps,Goldmania violiceps,Goldmania violiceps,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Goldmania,violiceps,3.3999999999999999,3.8999999999999999,3.7999999999999998,4.4000000000000004,3.2000000000000002,4.5,3.87,,600,600,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirre Hummingbird,Goldmania bella,Goldmania bella,Goldmania bella,Goldmania bella,Goldmania bella,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Goldmania,bella,3,4,3,3.5,,,3.38,,600,1050,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexican Woodnymph,Eupherusa ridgwayi,Eupherusa ridgwayi,Eupherusa ridgwayi,Eupherusa ridgwayi,Eupherusa ridgwayi,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Eupherusa,ridgwayi,3.5,,3.5,4.2000000000000002,,,3.73,,250,950,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-tailed Hummingbird,Eupherusa poliocerca,Eupherusa poliocerca,Eupherusa poliocerca,Eupherusa poliocerca,Eupherusa poliocerca,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Eupherusa,poliocerca,3.8999999999999999,5.2000000000000002,4.5,4.9000000000000004,,,4.62,,800,1640,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oaxaca Hummingbird,Eupherusa cyanophrys,Eupherusa cyanophrys,Eupherusa cyanophrys,Eupherusa cyanophrys,Eupherusa cyanophrys,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Eupherusa,cyanophrys,4.9000000000000004,,4.5,,4.0999999999999996,5.4000000000000004,4.72,,700,1100,1800,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stripe-tailed Hummingbird,Eupherusa eximia,Eupherusa eximia,Eupherusa eximia,Eupherusa eximia,Eupherusa eximia,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Eupherusa,eximia,4.2999999999999998,,4.0999999999999996,4.7000000000000002,4.2699999999999996,4.2999999999999998,4.33,0,600,1400,2000,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black-bellied Hummingbird,Eupherusa nigriventris,Eupherusa nigriventris,Eupherusa nigriventris,Eupherusa nigriventris,Eupherusa nigriventris,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Eupherusa,nigriventris,3,,3,3.7000000000000002,3.3999999999999999,3.5,3.32,600,900,1100,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaly-breasted Sabrewing,Phaeochroa cuvierii,Phaeochroa cuvierii,Phaeochroa cuvierii,Phaeochroa cuvierii,Phaeochroa cuvierii,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Phaeochroa,cuvierii,7.9000000000000004,8.5999999999999996,9.3000000000000007,10.1,8.9000000000000004,,8.96,,0,1200,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffy Hummingbird,Leucippus fallax,Leucippus fallax,Leucippus fallax,Leucippus fallax,Leucippus fallax,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Leucippus,fallax,,,6,,4,6.5999999999999996,5.53,,0,800,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes Hummingbird,Thaumasius baeri,Thaumasius baeri,Thaumasius baeri,Thaumasius baeri,Thaumasius baeri,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Thaumasius,baeri,4.5999999999999996,,4.2999999999999998,,4.2000000000000002,5,4.52,,0,1275,1275,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spot-throated Hummingbird,Thaumasius taczanowskii,Thaumasius taczanowskii,Thaumasius taczanowskii,Thaumasius taczanowskii,Thaumasius taczanowskii,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Thaumasius,taczanowskii,6,6.9000000000000004,7.2000000000000002,7.7000000000000002,6,7.2000000000000002,6.83,200,350,2450,2800,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Many-spotted Hummingbird,Taphrospilus hypostictus,Taphrospilus hypostictus,Taphrospilus hypostictus,Taphrospilus hypostictus,Taphrospilus hypostictus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Taphrospilus,hypostictus,7.2000000000000002,,6.7000000000000002,,6.7000000000000002,9,7.40,,400,1100,1500,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swallow-tailed Hummingbird,Eupetomena macroura,Eupetomena macroura,Eupetomena macroura,Eupetomena macroura,Eupetomena macroura,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Eupetomena,macroura,6,7,8,9.6999999999999993,9,,7.94,,0,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sombre Hummingbird,Eupetomena cirrochloris,Eupetomena cirrochloris,Eupetomena cirrochloris,Eupetomena cirrochloris,Eupetomena cirrochloris,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Eupetomena,cirrochloris,,,,,7.0999999999999996,9,8.05,,0,700,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olive-spotted Hummingbird,Talaphorus chlorocercus,Talaphorus chlorocercus,Talaphorus chlorocercus,Talaphorus chlorocercus,Talaphorus chlorocercus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Talaphorus,chlorocercus,,,,,3.7000000000000002,6,4.85,,0,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red-billed Streamertail,Trochilus polytmus,Trochilus polytmus,Trochilus polytmus,Trochilus polytmus,Trochilus polytmus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Trochilus,polytmus,3,6.0999999999999996,4,6.5,,,4.90,,0,1500,1500,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black-billed Streamertail,Trochilus scitulus,Trochilus scitulus,Trochilus scitulus,Trochilus scitulus,Trochilus scitulus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Trochilus,scitulus,3.5,5.5,4,5.7999999999999998,,,4.70,,0,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violet-crowned Hummingbird,Leucolia violiceps,Leucolia violiceps,Ramosomyia violiceps,Ramosomyia violiceps,Ramosomyia violiceps,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Leucolia,violiceps,5,5.5,5.5,6.2000000000000002,4.5999999999999996,5.7999999999999998,5.43,,0,2400,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green-fronted Hummingbird,Leucolia viridifrons,Leucolia viridifrons,Ramosomyia viridifrons,Ramosomyia viridifrons,Ramosomyia viridifrons,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Leucolia,viridifrons,6.7000000000000002,,5.5,,6.2999999999999998,,6.17,,60,1340,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinnamon-sided Hummingbird,Leucolia wagneri,Leucolia wagneri,Ramosomyia wagneri,,,Caprimulgiformes,Trochilidae,,Trochilidae,,Leucolia,wagneri,,,6.2999999999999998,,,,6.30,,250,650,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure-crowned Hummingbird,Saucerottia cyanocephala,Saucerottia cyanocephala,Saucerottia cyanocephala,Saucerottia cyanocephala,Saucerottia cyanocephala,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Saucerottia,cyanocephala,4.7000000000000002,6.2999999999999998,5.7999999999999998,6.0999999999999996,3.7000000000000002,7,5.60,0,600,1800,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue-vented Hummingbird,Saucerottia hoffmanni,,Saucerottia hoffmanni,Saucerottia hoffmanni,Saucerottia hoffmanni,Caprimulgiformes,Trochilidae,Trochilidae,,Trochilidae,Saucerottia,hoffmanni,,,,,3.7000000000000002,6,4.85,,0,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berylline Hummingbird,Saucerottia beryllina,Saucerottia beryllina,Saucerottia beryllina,Saucerottia beryllina,Saucerottia beryllina,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Saucerottia,beryllina,4,,4.4000000000000004,,4.5,,4.30,0,500,1300,1800,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue-tailed Hummingbird,Saucerottia cyanura,Saucerottia cyanura,Saucerottia cyanura,Saucerottia cyanura,Saucerottia cyanura,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Saucerottia,cyanura,4.5,5,3.8999999999999999,4,,,4.35,,0,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snowy-bellied Hummingbird,Saucerottia edward,Saucerottia edward,Saucerottia edward,Saucerottia edward,Saucerottia edward,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Saucerottia,edward,4.2999999999999998,5.2000000000000002,5,5.4000000000000004,4.7000000000000002,,4.92,,0,1600,1600,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steely-vented Hummingbird,Saucerottia saucerottei,Saucerottia saucerottei,Saucerottia saucerottei,Saucerottia saucerottei,Saucerottia saucerottei,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Saucerottia,saucerottei,4.2999999999999998,4.7000000000000002,3.7999999999999998,5,,,4.45,,0,2000,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigo-capped Hummingbird,Amazilia cyanifrons,Amazilia cyanifrons,Saucerottia cyanifrons,Saucerottia cyanifrons,Saucerottia cyanifrons,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Amazilia,cyanifrons,,,,,5,,5.00,0,400,1600,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chestnut-bellied Hummingbird,Saucerottia castaneiventris,Saucerottia castaneiventris,Saucerottia castaneiventris,Saucerottia castaneiventris,Saucerottia castaneiventris,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Saucerottia,castaneiventris,,,,,4,6,5.00,120,500,1000,1500,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green-bellied Hummingbird,Saucerottia viridigaster,Saucerottia viridigaster,Saucerottia viridigaster,Saucerottia viridigaster,Saucerottia viridigaster,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Saucerottia,viridigaster,3.3999999999999999,3.6000000000000001,3.8999999999999999,4.0999999999999996,4.5,6.7000000000000002,4.37,200,400,1300,1700,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copper-tailed Hummingbird,Saucerottia cupreicauda,Saucerottia cupreicauda,Saucerottia cupreicauda,Saucerottia cupreicauda,Saucerottia cupreicauda,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Saucerottia,cupreicauda,3.3999999999999999,4.5999999999999996,3.1000000000000001,5,3.2999999999999998,5,4.07,60,400,1300,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copper-rumped Hummingbird,Saucerottia tobaci,Saucerottia tobaci,Saucerottia tobaci,Saucerottia tobaci,Saucerottia tobaci,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Saucerottia,tobaci,3.5,4.2000000000000002,4.5999999999999996,4.7000000000000002,3.5,6,4.42,,0,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinnamon Hummingbird,Amazilia rutila,Amazilia rutila,Amazilia rutila,Amazilia rutila,Amazilia rutila,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Amazilia,rutila,4.5,5,,,3.2999999999999998,6.0999999999999996,4.72,,0,1650,1650,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buff-bellied Hummingbird,Amazilia yucatanensis,Amazilia yucatanensis,Amazilia yucatanensis,Amazilia yucatanensis,Amazilia yucatanensis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Amazilia,yucatanensis,2.8999999999999999,5,3,5.7999999999999998,,,4.17,,0,1200,1200,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rufous-tailed Hummingbird,Amazilia tzacatl,Amazilia tzacatl,Amazilia tzacatl,Amazilia tzacatl,Amazilia tzacatl,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Amazilia,tzacatl,4.7199999999999998,,5.4000000000000004,,5,,5.04,,0,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduran Emerald,Amazilia luciae,Amazilia luciae,Amazilia luciae,Amazilia luciae,Amazilia luciae,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Amazilia,luciae,,,,,4.5,,4.50,,200,300,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazilia Hummingbird,Amazilis amazilia,Amazilis amazilia,Amazilis amazilia,Amazilis amazilia,Amazilis amazilia,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Amazilis,amazilia,4.5,5.5,5,6.5,3.8999999999999999,5,5.07,,0,2700,2700,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andean Emerald,Amazilia franciae,Amazilia franciae,Uranomitra franciae,Uranomitra franciae,Uranomitra franciae,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Amazilia,franciae,5.2999999999999998,,5.5999999999999996,,4.9000000000000004,,5.27,600,1000,1100,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shining-green Hummingbird,Chrysuronia goudoti,Chrysuronia goudoti,Chrysuronia goudoti,Chrysuronia goudoti,Chrysuronia goudoti,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chrysuronia,goudoti,3.7000000000000002,,4.0999999999999996,,4,,3.93,,0,1000,1000,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden-tailed Sapphire,Chrysuronia oenone,Chrysuronia oenone,Chrysuronia oenone,Chrysuronia oenone,Chrysuronia oenone,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chrysuronia,oenone,4.2999999999999998,5.2999999999999998,4.7000000000000002,6.2999999999999998,,,5.15,,0,1500,1500,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Versicolored Emerald,Chrysuronia versicolor,Chrysuronia versicolor,Chrysuronia versicolor,Chrysuronia versicolor,Chrysuronia versicolor,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chrysuronia,versicolor,3.2000000000000002,3.5,3,4,4.0999999999999996,,3.56,0,50,1200,1250,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangrove Hummingbird,Amazilia boucardi,Amazilia boucardi,Chrysuronia boucardi,Chrysuronia boucardi,Chrysuronia boucardi,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Amazilia,boucardi,,,,,4.5,,4.50,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire-throated Hummingbird,Chrysuronia coeruleogularis,Chrysuronia coeruleogularis,Chrysuronia coeruleogularis,Chrysuronia coeruleogularis,Chrysuronia coeruleogularis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chrysuronia,coeruleogularis,4.2000000000000002,,,,3.8999999999999999,4.2999999999999998,4.13,,0,100,100,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire-bellied Hummingbird,Chrysuronia lilliae,Chrysuronia lilliae,Chrysuronia lilliae,Chrysuronia lilliae,Chrysuronia lilliae,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chrysuronia,lilliae,,,4.2999999999999998,,,,4.30,,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt's Hummingbird,Chrysuronia humboldtii,Chrysuronia humboldtii,Chrysuronia humboldtii,Chrysuronia humboldtii,Chrysuronia humboldtii,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chrysuronia,humboldtii,5.7999999999999998,6.4000000000000004,6.2999999999999998,6.5999999999999996,,,6.28,,0,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray's Hummingbird,Chrysuronia grayi,Chrysuronia grayi,Chrysuronia grayi,Chrysuronia grayi,Chrysuronia grayi,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chrysuronia,grayi,4.5999999999999996,5.4000000000000004,6.2000000000000002,6.7999999999999998,4.5999999999999996,6.2999999999999998,5.65,,500,1500,2000,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-chested Emerald,Chrysuronia brevirostris,Chrysuronia brevirostris,Chrysuronia brevirostris,Chrysuronia brevirostris,Chrysuronia brevirostris,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chrysuronia,brevirostris,4.4000000000000004,,4.5999999999999996,,3,5,4.25,,0,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
